,name,profile,ch,mass,quantile,sigma_v
1194,UMi,Einasto,tau,200,0.95,2.786990952567961e-24
1195,UMi,Einasto,tau,500,0.05,5.952423712070501e-25
1196,UMi,Einasto,tau,500,0.32,1.060801570302832e-24
1197,UMi,Einasto,tau,500,0.5,1.3434675080265017e-24
1198,UMi,Einasto,tau,500,0.68,1.7138511892530372e-24
1199,UMi,Einasto,tau,500,0.95,3.0610411642259816e-24
1200,UMi,Einasto,tau,1000,0.05,7.32842245105032e-25
1201,UMi,Einasto,tau,1000,0.32,1.355879407494066e-24
1202,UMi,Einasto,tau,1000,0.5,1.788859463225383e-24
1203,UMi,Einasto,tau,1000,0.68,2.2999479369646993e-24
1204,UMi,Einasto,tau,1000,0.95,5.132694810386703e-24
1205,UMi,Einasto,tau,5000,0.05,1.706211588636639e-24
1206,UMi,Einasto,tau,5000,0.32,2.694657889593462e-24
1207,UMi,Einasto,tau,5000,0.5,3.514162610955745e-24
1208,UMi,Einasto,tau,5000,0.68,4.729682392678186e-24
1209,UMi,Einasto,tau,5000,0.95,9.442999625276988e-24
1210,UMi,Einasto,tau,10000,0.05,2.822701157341278e-24
1211,UMi,Einasto,tau,10000,0.32,4.355248860204674e-24
1212,UMi,Einasto,tau,10000,0.5,5.6024328890119024e-24
1213,UMi,Einasto,tau,10000,0.68,7.642306841390245e-24
1214,UMi,Einasto,tau,10000,0.95,1.5998153660207896e-23
1215,UMi,Einasto,tau,50000,0.05,1.6447783415003564e-23
1216,UMi,Einasto,tau,50000,0.32,2.709214370468309e-23
1217,UMi,Einasto,tau,50000,0.5,3.426447596475699e-23
1218,UMi,Einasto,tau,50000,0.68,4.305151828321643e-23
1219,UMi,Einasto,tau,50000,0.95,8.688117062393718e-23
1220,UMi,Einasto,tau,100000,0.05,4.483004234038764e-23
1221,UMi,Einasto,tau,100000,0.32,7.589690460476974e-23
1222,UMi,Einasto,tau,100000,0.5,9.34403172189334e-23
1223,UMi,Einasto,tau,100000,0.68,1.2285379142754752e-22
1224,UMi,Einasto,tau,100000,0.95,2.2749868589695417e-22
