,name,jfactor,profile,ch,mass,quantile,sigma_v
2625,UMaII,2.037161341367895,Einasto,b,10000,0.05,8.31466635338279e-24
2626,UMaII,2.037161341367895,Einasto,b,10000,0.32,1.3158805892693859e-23
2627,UMaII,2.037161341367895,Einasto,b,10000,0.5,1.5945616188155236e-23
2628,UMaII,2.037161341367895,Einasto,b,10000,0.68,1.913660733462003e-23
2629,UMaII,2.037161341367895,Einasto,b,10000,0.95,2.721161330366499e-23
2630,UMaII,2.037161341367895,Einasto,b,50000,0.05,2.5445170697261032e-23
2631,UMaII,2.037161341367895,Einasto,b,50000,0.32,3.923453348384457e-23
2632,UMaII,2.037161341367895,Einasto,b,50000,0.5,4.788362751391401e-23
2633,UMaII,2.037161341367895,Einasto,b,50000,0.68,5.878991247756857e-23
2634,UMaII,2.037161341367895,Einasto,b,50000,0.95,8.570882327221423e-23
2635,UMaII,2.037161341367895,Einasto,b,100000,0.05,4.548435563077061e-23
2636,UMaII,2.037161341367895,Einasto,b,100000,0.32,6.986378367246057e-23
2637,UMaII,2.037161341367895,Einasto,b,100000,0.5,8.623743388282093e-23
2638,UMaII,2.037161341367895,Einasto,b,100000,0.68,1.0312006460170372e-22
2639,UMaII,2.037161341367895,Einasto,b,100000,0.95,1.8494291775950168e-22
2640,UMaII,2.037161341367895,Einasto,mu,70,0.05,3.3772313709358605e-24
2641,UMaII,2.037161341367895,Einasto,mu,70,0.32,5.1042041500285085e-24
2642,UMaII,2.037161341367895,Einasto,mu,70,0.5,6.099554505917563e-24
2643,UMaII,2.037161341367895,Einasto,mu,70,0.68,7.423863905077628e-24
2644,UMaII,2.037161341367895,Einasto,mu,70,0.95,1.115425089938913e-23
2645,UMaII,2.037161341367895,Einasto,mu,100,0.05,2.9779708930580995e-24
2646,UMaII,2.037161341367895,Einasto,mu,100,0.32,4.5985183280925586e-24
2647,UMaII,2.037161341367895,Einasto,mu,100,0.5,5.504792104269445e-24
2648,UMaII,2.037161341367895,Einasto,mu,100,0.68,6.752075882969124e-24
2649,UMaII,2.037161341367895,Einasto,mu,100,0.95,9.873377053867913e-24
2650,UMaII,2.037161341367895,Einasto,mu,200,0.05,2.890248246498808e-24
2651,UMaII,2.037161341367895,Einasto,mu,200,0.32,4.51425631009561e-24
2652,UMaII,2.037161341367895,Einasto,mu,200,0.5,5.4920922239898754e-24
2653,UMaII,2.037161341367895,Einasto,mu,200,0.68,6.725636021037651e-24
2654,UMaII,2.037161341367895,Einasto,mu,200,0.95,1.0199423113652589e-23
2655,UMaII,2.037161341367895,Einasto,mu,500,0.05,3.8182055679405104e-24
2656,UMaII,2.037161341367895,Einasto,mu,500,0.32,6.1104601665917e-24
2657,UMaII,2.037161341367895,Einasto,mu,500,0.5,7.185832980821184e-24
2658,UMaII,2.037161341367895,Einasto,mu,500,0.68,8.784291838249606e-24
2659,UMaII,2.037161341367895,Einasto,mu,500,0.95,1.3407487005362536e-23
2660,UMaII,2.037161341367895,Einasto,mu,1000,0.05,5.124223171140771e-24
2661,UMaII,2.037161341367895,Einasto,mu,1000,0.32,7.798623385526148e-24
2662,UMaII,2.037161341367895,Einasto,mu,1000,0.5,9.607580006465093e-24
2663,UMaII,2.037161341367895,Einasto,mu,1000,0.68,1.1512803747101318e-23
2664,UMaII,2.037161341367895,Einasto,mu,1000,0.95,1.708875175212665e-23
2665,UMaII,2.037161341367895,Einasto,mu,5000,0.05,1.2960242019008439e-23
2666,UMaII,2.037161341367895,Einasto,mu,5000,0.32,2.1080031663313406e-23
2667,UMaII,2.037161341367895,Einasto,mu,5000,0.5,2.6605034592135745e-23
2668,UMaII,2.037161341367895,Einasto,mu,5000,0.68,3.243117439743135e-23
2669,UMaII,2.037161341367895,Einasto,mu,5000,0.95,4.739685901786674e-23
2670,UMaII,2.037161341367895,Einasto,mu,7000,0.05,1.696298208206313e-23
2671,UMaII,2.037161341367895,Einasto,mu,7000,0.32,2.9483989719115624e-23
2672,UMaII,2.037161341367895,Einasto,mu,7000,0.5,3.512020234391368e-23
2673,UMaII,2.037161341367895,Einasto,mu,7000,0.68,4.427646707876112e-23
2674,UMaII,2.037161341367895,Einasto,mu,7000,0.95,6.247658047526522e-23
2675,UMaII,2.037161341367895,Einasto,mu,10000,0.05,2.4315505048082742e-23
2676,UMaII,2.037161341367895,Einasto,mu,10000,0.32,4.048592626509206e-23
2677,UMaII,2.037161341367895,Einasto,mu,10000,0.5,5.006585959943741e-23
2678,UMaII,2.037161341367895,Einasto,mu,10000,0.68,6.061557277577814e-23
2679,UMaII,2.037161341367895,Einasto,mu,10000,0.95,9.295156031535698e-23
2680,UMaII,2.037161341367895,Einasto,mu,50000,0.05,1.709911047815113e-22
2681,UMaII,2.037161341367895,Einasto,mu,50000,0.32,2.8137730744615283e-22
2682,UMaII,2.037161341367895,Einasto,mu,50000,0.5,3.4289879568156537e-22
2683,UMaII,2.037161341367895,Einasto,mu,50000,0.68,4.317835644147323e-22
2684,UMaII,2.037161341367895,Einasto,mu,50000,0.95,6.304397533052275e-22
2685,UMaII,2.037161341367895,Einasto,mu,100000,0.05,4.9287159253199045e-22
2686,UMaII,2.037161341367895,Einasto,mu,100000,0.32,7.984140165620798e-22
2687,UMaII,2.037161341367895,Einasto,mu,100000,0.5,9.851027694138365e-22
2688,UMaII,2.037161341367895,Einasto,mu,100000,0.68,1.2330395591731322e-21
2689,UMaII,2.037161341367895,Einasto,mu,100000,0.95,1.768881503616279e-21
2690,UMaII,2.037161341367895,Einasto,t,200,0.05,1.0944428309160381e-23
2691,UMaII,2.037161341367895,Einasto,t,200,0.32,1.701751888530222e-23
2692,UMaII,2.037161341367895,Einasto,t,200,0.5,2.084619790612955e-23
2693,UMaII,2.037161341367895,Einasto,t,200,0.68,2.499919342412748e-23
2694,UMaII,2.037161341367895,Einasto,t,200,0.95,3.734657965935935e-23
2695,UMaII,2.037161341367895,Einasto,t,500,0.05,4.403892599456596e-24
2696,UMaII,2.037161341367895,Einasto,t,500,0.32,6.839068961029636e-24
2697,UMaII,2.037161341367895,Einasto,t,500,0.5,8.072588211102025e-24
2698,UMaII,2.037161341367895,Einasto,t,500,0.68,1.0025346105488214e-23
2699,UMaII,2.037161341367895,Einasto,t,500,0.95,1.494254756875538e-23
2700,UMaII,2.037161341367895,Einasto,t,1000,0.05,4.2276577199750645e-24
2701,UMaII,2.037161341367895,Einasto,t,1000,0.32,6.615420223354178e-24
2702,UMaII,2.037161341367895,Einasto,t,1000,0.5,8.033967410576566e-24
2703,UMaII,2.037161341367895,Einasto,t,1000,0.68,9.898629446512579e-24
2704,UMaII,2.037161341367895,Einasto,t,1000,0.95,1.4253028979928367e-23
2705,UMaII,2.037161341367895,Einasto,t,5000,0.05,7.180959207582342e-24
2706,UMaII,2.037161341367895,Einasto,t,5000,0.32,1.1182399549164405e-23
2707,UMaII,2.037161341367895,Einasto,t,5000,0.5,1.3024583730630617e-23
2708,UMaII,2.037161341367895,Einasto,t,5000,0.68,1.5283536102383292e-23
2709,UMaII,2.037161341367895,Einasto,t,5000,0.95,2.133816006611257e-23
